,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ESRRG,120.86969116151305,-1.6957780767809643,0.388565451788893,-4.36420188406837,1.2758770986056816e-05,0.0020297540451296473
GARNL3,72.07395850736685,-1.5517607591847002,0.35945167080637064,-4.317021967664194,1.581484243192665e-05,0.002423036717347678
ZFP36,35.35125882793945,2.385778480732003,0.5529429608591441,4.314691839145689,1.5982569189425556e-05,0.002423036717347678
EPHA6,113.55238430899759,-1.4793275360754903,0.3431219451700568,-4.31137546548447,1.6224214150045945e-05,0.002423036717347678
HSPB1,299.5367123714703,2.159199261169711,0.5016864867097482,4.303881643953707,1.6783134672857757e-05,0.0024563795907194615
SEMA3D,10.231479287865016,2.796760912704304,0.6511847335713243,4.294880958535209,1.7478709900882932e-05,0.0024597922895127173
MYO9B,39.59100789839733,2.1559925763698327,0.50169324766233,4.297431919635773,1.7278830526917397e-05,0.0024597922895127173
RP11-275H4.1,20.73901257206088,-6.0250998320299916,1.422523337251985,-4.235501572627422,2.2804210746105057e-05,0.003148702155471638
DHCR24,20.594611833458945,2.8568355486844763,0.6767060289121415,4.221678877720456,2.4248940765759848e-05,0.0032861805282190844
PIK3C2A,96.87138460773656,-1.62805315898605,0.387103522332633,-4.2057306768371,2.602399954280423e-05,0.003462611430077116
SLC25A5,18.923983776651188,-2.825852376164099,0.6751922053029402,-4.185256218851366,2.8484462219097683e-05,0.0037223088307028005
S100A10,11.654077222624055,2.6379665083418975,0.6312101005320595,4.179221001245549,2.9250932747944467e-05,0.003755409225429081
GRIA2,98.05937875591628,-1.3889648125305574,0.3329436258507737,-4.171771749590711,3.0224031716792394e-05,0.003813439036267013
C1orf61,266.4856182833697,-1.5686648053956698,0.380325206227005,-4.1245354757248975,3.714837341186408e-05,0.00453086327713369
AEBP1,106.37775074853863,2.013069278935838,0.4877847643071784,4.126962189553188,3.675868034169876e-05,0.00453086327713369
C3,14.57012026895166,3.023818072539356,0.734075140147648,4.119221462711789,3.801546469531822e-05,0.0045606093547596515
BCYRN1,171.2595351577148,2.379272000756857,0.5797613061357966,4.1038820210598255,4.0627470376497886e-05,0.004795352067987283
SYNM,15.20394296271447,2.36604144493218,0.5785371887829042,4.08969637701205,4.319382347342057e-05,0.005017339685372884
KCNQ3,37.58557444701789,-2.176281759181395,0.5327610508810161,-4.084911529441806,4.4093613609178306e-05,0.005041829131124482
HES4,16.601958487285547,-2.867117526302169,0.7031953077695682,-4.077270560004507,4.556745832223091e-05,0.005087639026912962
RP11-507B12.2,28.17473924690762,2.3330766637779097,0.5724419147400684,4.07565659275195,4.5884691961773094e-05,0.005087639026912962
CTC-498M16.2,28.761025881521906,-2.0958818310131346,0.516553071658204,-4.0574375529025035,4.961407733651348e-05,0.005419042058934413
SLC26A3,30.886074491724894,3.027318770763851,0.7495477874531207,4.038860258730589,5.371155054070739e-05,0.005780310689072011
RP11-131L23.1,15.881620397655169,-2.9338947806074,0.7317543242954037,-4.0093986235508865,6.0873579902730055e-05,0.006456128372872153
DNAJB2,106.153238355543,2.574311718498748,0.6432950086781994,4.001759198766791,6.287326879304166e-05,0.006532501440974531
FKBP5,61.24359287351532,2.0254104806357764,0.5067894280194082,3.996552352229042,6.427167310059664e-05,0.006532501440974531
GABRA2,103.34946295129429,-1.548588961363322,0.387322467352201,-3.998190375966895,6.382860546000105e-05,0.006532501440974531
RLBP1,15.689257813149263,-2.8055667501735413,0.7029947847749939,-3.9908784687094276,6.582900867656326e-05,0.00659913267801493
FAM155A,284.52040156223967,-1.3685490510328877,0.3447254539079946,-3.969968087700731,7.188225877792852e-05,0.007108572564011904
CTC-498M16.4,93.1996871169411,-1.593055353843257,0.4022131905555628,-3.9607237933764083,7.472292517251765e-05,0.007163074682187958
RP11-759A24.3,13.576716048819003,-3.2034849639319107,0.8092336667910127,-3.958664963403236,7.536987572129992e-05,0.007163074682187958
PAMR1,156.0504008655599,-1.4977828751402809,0.3780746942202532,-3.96160573039497,7.444740195119089e-05,0.007163074682187958
TENM2,294.4670705887209,-1.335777776712072,0.3388075340247435,-3.9425858121989656,8.060779469264662e-05,0.007562664635394717
MGAT4C,255.96435780760692,-1.2937589752193306,0.3296904987494296,-3.924162146397217,8.703210433305655e-05,0.00806203720897858
CAMK4,23.660036330588568,-2.102942455395704,0.5373306287133668,-3.913684318407793,9.089845606496584e-05,0.00831493626854275
PLEC,85.88335412866387,1.2979650430154506,0.3338582059880162,3.8877733712558227,0.00010116801771128028,0.009140093254458631
GRM3,111.08750872245277,-1.991627435356166,0.5128834178047655,-3.883197167653995,0.00010309190560606879,0.009200323966161116
CD44,53.90736802492675,2.067007388897207,0.5343130572488363,3.8685324284234666,0.00010949237624203685,0.009653797702882237
S100A6,43.11006921676984,1.6185829188283232,0.4190067898254785,3.8629037956699532,0.00011204714224240971,0.009761440320594695
RP13-143G15.4,31.182861343076166,-2.0727437906728463,0.5371196085225924,-3.858998550386496,0.00011385261302163716,0.009802040259909892
AP003025.2,15.268175122600647,-2.81110395013315,0.732545241831474,-3.8374475590135084,0.0001243197717127615,0.010578745225511495
SPP1,93.6213257980208,2.024858709867777,0.5283638844523529,3.8323185392705916,0.00012694122671345955,0.01067765398952985
IRS2,57.09604436279492,1.4868471544595305,0.3883581417964835,3.8285463710934713,0.00012890234641213142,0.010719401943681565
RP11-229P13.27,20.432576545780464,2.594024548891278,0.6807349953205585,3.8106231745434953,0.00013861692458044429,0.011397737686288666
ALDH1L1,107.84196665937094,1.262425129190496,0.3326368592774627,3.795205173391407,0.0001475214078346698,0.011995129583712374
MCF2L2,28.334474490667734,-1.8526300078083657,0.4897476836493651,-3.7828254622940825,0.0001550581469262439,0.0123338643391984
