,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
C10orf11,43.77164031812316,-1.4682663093897865,0.47231625777754666,-3.1086507932177008,0.0018794371123448412,0.14780011410273036
IRAK2,31.503527025849355,1.9274725870532012,0.6207096304026422,3.1052725665024523,0.001901037549051522,0.14780011410273036
MID1IP1,196.55612526475514,1.0484680894710385,0.338366037724263,3.0986209387995465,0.0019442359977577444,0.14975246316062626
CLDN15,25.482610779190225,1.9901765307611878,0.6428024312294551,3.0960936581317524,0.0019608841458743564,0.14984551681661915
OXR1,93.78847737160585,-1.0993392754972007,0.3564652421423807,-3.084001314939139,0.0020423669276979648,0.1548528986977246
PDK4,116.07498262252243,1.271389691836427,0.4137793181622054,3.0726274514716803,0.002121832028130628,0.1596308514186647
SNPH,19.52878737754178,2.7703450827315184,0.908147830793506,3.050544183220581,0.0022842706841565896,0.17052959222876696
AZIN2,58.884657565689935,-1.4220226424824407,0.46762199062666904,-3.0409661457040573,0.0023582034433743374,0.17470507189273238
PARM1,8.272479407898851,-2.638158447114155,0.868948188262607,-3.0360365356062755,0.0023971031597990917,0.17471183081158703
ARL4A,17.199626364157464,1.9591370800440242,0.6451372415276511,3.036775671801074,0.0023912334216694355,0.17471183081158703
KCNMB4,400.5263453549782,1.024956386048616,0.3378089447349639,3.0341303924109235,0.002412301424910115,0.17471183081158703
MYRIP,54.883009425694276,1.2146659453653053,0.40135175828286773,3.026437334078462,0.0024745410816847343,0.17658397939522313
EFCAB3,15.921736893590316,2.470878909201166,0.816336629285718,3.026789219740326,0.0024716624328655346,0.17658397939522313
BCAT2,36.38265395775389,1.4298140789534943,0.47412608341941836,3.015683230590504,0.002564009694939331,0.18163294955756357
RNF219-AS1,24.805059742798267,-1.7225854099779785,0.5721411977788633,-3.010769748211297,0.002605863723246772,0.1821532733453111
TMEM168,48.30609663996262,-1.267649317280786,0.42128168155510803,-3.0090302350707936,0.002620830325950819,0.1821532733453111
SLC6A6,25.87896348213498,2.048698289724942,0.6810290406798744,3.0082392487693586,0.002627661851452195,0.1821532733453111
BCL6,67.33766528644776,1.2942587038523554,0.4306415455475521,3.0054199768550696,0.002652143727589476,0.18254648848408417
CXCL14,16.065475982095116,-2.02027345634752,0.6755597208529882,-2.99051792755886,0.0027850478064298458,0.18846799331540778
MRPS6,38.28600195513868,1.7746815985868623,0.5936836154530604,2.9892716463676394,0.002796433903907133,0.18846799331540778
BCR,21.7030017431957,1.75902076725312,0.5882887095033287,2.9900637881325287,0.0027891919380484305,0.18846799331540778
CD163L1,73.59610248596687,1.30942273129338,0.43996589568156036,2.9761914369861007,0.002918526146775485,0.1953399741686626
S100B,247.70351427676897,-1.0791656168894748,0.3632960440156385,-2.970485461281326,0.0029732947880892497,0.19764264327675457
YIF1A,29.96932930918547,-1.4080144619280655,0.47685821674703655,-2.9526899453113296,0.0031501819653280204,0.19852283099680804
TMIGD3,22.375466790846016,2.1491859528762616,0.7277412518473051,2.9532281527544963,0.0031446944847678075,0.19852283099680804
ANKRD7,7.711679962272452,3.024056841291255,1.0217475383813435,2.9596908509140896,0.0030794789367876497,0.19852283099680804
ARRDC2,87.13114636866503,1.427229897409471,0.48248155100232315,2.958102531473994,0.003095391460089829,0.19852283099680804
LINGO1,2121.908041829991,2.715108833339789,0.9188991850543583,2.954740713127496,0.003129319274739714,0.19852283099680804
ZFP36,13.934930744687577,2.4057134243521747,0.8113365321215378,2.9651240010868882,0.003025609476407801,0.19852283099680804
AC016716.2,13.5510127404593,-2.0085521144142118,0.679329303173642,-2.956669328160587,0.0031098142680358624,0.19852283099680804
