,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CCK,81.20335901076562,-2.191055471836263,0.43371220010581585,-5.051864972444159,4.375169625536484e-07,0.004361169082734767
CXCL14,44.99505718296114,-2.5270225473028702,0.5212132727227816,-4.848346501427105,1.2449480736004082e-06,0.0062048211988244345
DLX6-AS1,35.85556529513538,-2.5374262397269387,0.5650961743943712,-4.4902555612703745,7.113777005511111e-06,0.02363670973031158
CNR1,21.95746716026485,-2.5735404627737832,0.5881643438036092,-4.375546545597977,1.2112859032770016e-05,0.03018524470966288
CBLN2,8.012107803715187,4.047687194595829,1.039681686475486,3.8931985118613186,9.893113187241958e-05,0.19722910450085565
LSAMP-AS1,11.226554376190444,-3.2200013203648656,0.8434389907823633,-3.817705080693546,0.00013469880694718663,0.2237796179415927
HSPA1B,9.849899978035152,3.9138591469725585,1.048648533913625,3.7322887701618956,0.00018974779590886573,0.2456087663058083
BCYRN1,43.3647681999396,1.608939517915227,0.4321990313646277,3.7226819154016897,0.00019711778997255882,0.2456087663058083
SPP1,45.814934469084996,2.282078307630111,0.6405144483885588,3.5628834187448675,0.0003668036020902925,0.4062553672928929
TMC6,7.372680983458321,3.3257254471393773,0.9664387598850674,3.4412169556764103,0.000579103994953831,0.5772508621699787
NEAT1,39.062977780277286,1.6588641336554337,0.5026165569523068,3.300456601975496,0.0009652764125964897,0.7322729344972048
ANLN,10.075011851313823,2.842105021825401,0.8709782693664772,3.263118176177531,0.0011019355956518933,0.7322729344972048
SLC6A1-AS1,10.840804284286305,-2.8926792197735263,0.885047148954246,-3.2683899645250065,0.001081612256362994,0.7322729344972048
ROBO2,293.3993930120511,-1.1701889145976256,0.3529819206167193,-3.315152551023313,0.000915931251491462,0.7322729344972048
QDPR,49.890671009435245,2.0300440068709413,0.6164976921911375,3.2928655412412335,0.0009917188935663996,0.7322729344972048
PLXNB1,15.09877894908935,2.4963518054031715,0.7747421228225947,3.22217126430184,0.0012722306400122494,0.745976177626006
VIP,14.376839775351714,-2.4189079029743605,0.7492960090790688,-3.228240740194717,0.001245541046409521,0.745976177626006
BCOR,12.857225906712534,2.5246929992692815,0.8147544062298714,3.098716594797985,0.0019436084321167197,0.968694442566973
NDRG1,23.708584425138024,2.2755376539054164,0.731982217951824,3.1087335157849183,0.0018789110220199152,0.968694442566973
IL1RAPL2,29.17432851248962,-1.7761285626006533,0.569016321851887,-3.121401784785663,0.001799922760302933,0.968694442566973
CEP290,15.927468260454697,-0.49941981879895525,0.6354252136971951,-0.7859616018273841,0.431889983095035,0.999583088534833
C12orf29,3.035257550660041,-1.9566222811411265,1.216039946968428,-1.6090115180993527,0.10761382308722515,0.999583088534833
FO538757.2,22.279896113900207,0.880959493263413,0.48593768847257235,1.8129062926411332,0.06984627553166108,0.999583088534833
POC1B,2.3197753200827154,-1.4656461041831979,1.2799950607644404,-1.1450404373497214,0.252192406896805,0.999583088534833
KITLG,2.471087205340421,-2.0392917086660347,1.3619413901268023,-1.497341753066311,0.13430435586463418,0.999583088534833
RP11-734K2.4,2.747481507588501,0.04687292479294856,1.1341912133471943,0.04132718032140141,0.9670350648127048,0.999583088534833
ATP2B1,48.316820556892736,0.22121686974555943,0.44252613712292604,0.4998956020627302,0.617148589158238,0.999583088534833
DCN,2.5433777594221603,-2.400241476129475,1.370954597212854,-1.7507811571653487,0.0799836135399627,0.999583088534833
